tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
8090	Oryzias latipes	101165179	0	live	LOC101165179		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		17	NC_019875.2	17654194	17656770	plus	6		
74940	Oncorhynchus tshawytscha	112254954	0	live	LOC112254954		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		7	NC_037103.1	74259641	74270431	minus	5		
74940	Oncorhynchus tshawytscha	112246218	0	live	LOC112246218		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
1676925	Paramormyrops kingsleyae	111833577	0	live	LOC111833577		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
3981	Hevea brasiliensis	110672866	0	live	LOC110672866		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		Un							
8022	Oncorhynchus mykiss	110508490	0	live	LOC110508490		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		28	NC_035104.1	9901509	9910861	minus	8		
8022	Oncorhynchus mykiss	110500400	0	live	LOC110500400		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		21	NC_035097.1	31591857	31620832	plus	9		
56723	Labrus bergylta	109999246	0	live	LOC109999246		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
56723	Labrus bergylta	109995176	0	live	LOC109995176		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
321398	Lepidothrix coronata	108501265	0	live	LOC108501265		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
42514	Pygocentrus nattereri	108426939	0	live	LOC108426939		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
307959	Sinocyclocheilus rhinocerous	107722272	0	live	LOC107722272		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
1608454	Sinocyclocheilus anshuiensis	107654924	0	live	LOC107654924		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|tripartite motif-containing protein 16-like		Un							
48699	Poecilia latipinna	106962911	0	live	LOC106962911		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48701	Poecilia mexicana	106932298	0	live	LOC106932298		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48701	Poecilia mexicana	106930186	0	live	LOC106930186		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8010	Esox lucius	105021654	0	live	LOC105021654		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG03	NC_025970.3	15618100	15625896	minus	9		
8208	Notothenia coriiceps	104959431	0	live	LOC104959431		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
9238	Pygoscelis adeliae	103912246	0	live	LOC103912246	AS28_10276	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|E3 ubiquitin/ISG15 ligase TRIM25		Un							
9233	Aptenodytes forsteri	103904304	0	live	LOC103904304	AS27_11880	E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		Un							
85066	Corvus brachyrhynchos	103622418	0	live	LOC103622418	N302_06123	E3 ISG15--protein ligase HERC5	E3 ISG15--protein ligase HERC5|putative E3 ubiquitin-protein ligase HERC4		Un							
48698	Poecilia formosa	103133107	0	live	LOC103133107		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8153	Haplochromis burtoni	102299299	0	live	LOC102299299		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8083	Xiphophorus maculatus	102231777	0	live	LOC102231777	trim25	E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25|tripartite motif containing 25		5	NC_036447.1	17078784	17087433	plus	11		
8128	Oreochromis niloticus	102077741	0	live	LOC102077741		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		Un							
10181	Heterocephalus glaber	101724419	0	live	LOC101724419		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		Un							
106582	Maylandia zebra	101473709	0	live	LOC101473709		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		Un							
9940	Ovis aries	101122710	0	live	LOC101122710		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		11	NC_019468.2	55305380	55314554	minus	10		
31033	Takifugu rubripes	101073623	0	live	LOC101073623		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		17	NC_018906.1	5078550	5086232	minus	14		
8019	Oncorhynchus kisutch	109889467	0	live	LOC109889467		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG1	NC_034174.1	8773394	8785913	plus	11		
8019	Oncorhynchus kisutch	109865709	0	live	LOC109865709		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG20	NC_034193.1	32955249	32974785	minus	11		
105023	Nothobranchius furzeri	107383806	0	live	LOC107383806		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		sgr09	NC_029657.1	31423280	31427270	minus	7		
105023	Nothobranchius furzeri	107378722	0	live	LOC107378722		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|uncharacterized protein LOC107378722		sgr05	NC_029653.1	30471607	30475987	minus	4		
8090	Oryzias latipes	101157185	0	live	LOC101157185	trim25	E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25|tripartite motif containing 25		1	NC_019859.2	4837940	4847552	plus	11		
106582	Maylandia zebra	112433832	0	live	LOC112433832		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		Un							
74940	Oncorhynchus tshawytscha	112260762	0	live	LOC112260762		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		10	NC_037106.1	52172670	52195584	minus	9		
8036	Salvelinus alpinus	112073228	0	live	LOC112073228		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8036	Salvelinus alpinus	111953171	0	live	LOC111953171		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		LG1	NC_036838.1	5462711	5476017	plus	11		
1676925	Paramormyrops kingsleyae	111859670	0	live	LOC111859670		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
1841481	Seriola lalandi dorsalis	111661642	0	live	LOC111661642		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
80972	Amphiprion ocellaris	111577991	0	live	LOC111577991		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
41447	Seriola dumerili	111223826	0	live	LOC111223826		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8996	Numida meleagris	110405532	0	live	LOC110405532		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		12	NC_034420.1	7789296	7797660	minus	11		
150288	Boleophthalmus pectinirostris	110172007	0	live	LOC110172007		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
56723	Labrus bergylta	109991501	0	live	LOC109991501		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8255	Paralichthys olivaceus	109645163	0	live	LOC109645163		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
109280	Hippocampus comes	109511055	0	live	LOC109511055		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8496	Alligator mississippiensis	109280941	0	live	LOC109280941		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin-protein ligase TRIM31-like|E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109113431	0	live	LOC109113431		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		40	NC_031736.1	9482806	9493523	plus	8		
7962	Cyprinus carpio	109064574	0	live	LOC109064574		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7962	Cyprinus carpio	109055723	0	live	LOC109055723		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		1	NC_031697.1	6631587	6658641	minus	12		
8355	Xenopus laevis	108695532	0	live	LOC108695532	XELAEV_18032653mg	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		6S	NC_030735.1	1345937	1354019	minus	3		
1737458	Cebus capucinus imitator	108309394	0	live	LOC108309394		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7998	Ictalurus punctatus	108272901	0	live	LOC108272901		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		12	NC_030427.1	11345684	11362770	plus	13		
307959	Sinocyclocheilus rhinocerous	107750086	0	live	LOC107750086		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
307959	Sinocyclocheilus rhinocerous	107710289	0	live	LOC107710289		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
1608454	Sinocyclocheilus anshuiensis	107698688	0	live	LOC107698688		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
1608454	Sinocyclocheilus anshuiensis	107663525	0	live	LOC107663525		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
9157	Parus major	107210737	0	live	LOC107210737		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		13	NC_031782.1	1464606	1471409	minus	10		
28743	Cyprinodon variegatus	107085477	0	live	LOC107085477		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48699	Poecilia latipinna	106962913	0	live	LOC106962913		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
198806	Calidris pugnax	106891266	0	live	LOC106891266		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8030	Salmo salar	106602650	0	live	LOC106602650		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like|probable E3 ubiquitin-protein ligase HERC3		ssa04	NC_027303.1	18616081	18621289	plus	15		
8030	Salmo salar	106597100	0	live	LOC106597100		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like|probable E3 ubiquitin-protein ligase HERC3		Un							
8030	Salmo salar	106593593	0	live	LOC106593593		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8030	Salmo salar	106590198	0	live	LOC106590198		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		ssa29	NC_027328.1	15009658	15013540	plus	10		
8030	Salmo salar	106569445	0	live	LOC106569445		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		ssa14	NC_027313.1	34662235	34668511	minus	10		
8030	Salmo salar	106561509	0	live	LOC106561509		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|tripartite motif-containing protein 47-like		ssa10	NC_027309.1	101521792	101540950	plus	7		
8030	Salmo salar	106561188	0	live	LOC106561188		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		ssa10	NC_027309.1	84712237	84737552	plus	11		
8030	Salmo salar	106561186	0	live	LOC106561186		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		ssa10	NC_027309.1	84672835	84678456	plus	5		
8128	Oreochromis niloticus	106098454	0	live	LOC106098454		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		LG6	NC_031971.1	5521878	5530357	plus	11		
8078	Fundulus heteroclitus	105937068	0	live	LOC105937068		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|E3 ubiquitin/ISG15 ligase TRIM25		Un							
8010	Esox lucius	105030019	0	live	LOC105030019		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25|tripartite motif-containing protein 16		Un							
8010	Esox lucius	105028473	0	live	LOC105028473		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG05	NC_025972.3	28916911	28930658	plus	5		
8208	Notothenia coriiceps	104956577	0	live	LOC104956577		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
215358	Larimichthys crocea	104940616	0	live	LOC104940616		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
215358	Larimichthys crocea	104933205	0	live	LOC104933205	EH28_09579	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|E3 ubiquitin/ISG15 ligase TRIM25		Un							
52644	Haliaeetus leucocephalus	104839005	0	live	LOC104839005		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|tripartite motif-containing protein 29-like		Un							
8969	Haliaeetus albicilla	104312961	0	live	LOC104312961	N329_10103	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|tripartite motif-containing protein 29-like|Tripartite motif-containing protein 29		Un							
244447	Cynoglossus semilaevis	103383434	0	live	LOC103383434		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		9	NC_024315.1	4072365	4080056	plus	9		
230844	Peromyscus maniculatus bairdii	102920619	0	live	LOC102920619		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7897	Latimeria chalumnae	102363910	0	live	LOC102363910		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8153	Haplochromis burtoni	102306157	0	live	LOC102306157		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
303518	Pundamilia nyererei	102213295	0	live	LOC102213295		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8479	Chrysemys picta	101951434	0	live	LOC101951434		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
59894	Ficedula albicollis	101812586	0	live	LOC101812586		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		13	NC_021685.1	1077524	1083705	minus	8		
59894	Ficedula albicollis	101812117	0	live	LOC101812117		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		13	NC_021685.1	1085205	1089917	minus	7		
8128	Oreochromis niloticus	100711119	0	live	LOC100711119		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		LG6	NC_031971.1	5491329	5507705	plus	12		
109478	Myotis brandtii	102248620	0	live	UBE2L6		ubiquitin conjugating enzyme E2 L6	ubiquitin/ISG15-conjugating enzyme E2 L6|Ubiquitin/ISG15-conjugating enzyme E2 L6		Un							
3075	Auxenochlorella protothecoides	23612262	0	live	F751_0871	F751_0871	E3 ISG15-protein ligase HERC5			Unknown							
9402	Pteropus alecto	102885640	0	live	UBE2L6	PAL_GLEAN10001695	ubiquitin conjugating enzyme E2 L6	ubiquitin/ISG15-conjugating enzyme E2 L6|Ubiquitin/ISG15-conjugating enzyme E2 L6|ubiquitin-conjugating enzyme E2L 6		Un							
246437	Tupaia chinensis	102487625	0	live	UBE2L6	TREES_T100012472	ubiquitin conjugating enzyme E2 L6	ubiquitin/ISG15-conjugating enzyme E2 L6|Ubiquitin/ISG15-conjugating enzyme E2 L6		Un							
8364	Xenopus tropicalis	100489074	0	live	LOC100489074		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		2	NC_030678.1	58096196	58098005	plus	1		
8364	Xenopus tropicalis	100487332	0	live	LOC100487332		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8364	Xenopus tropicalis	100487181	0	live	LOC100487181		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
9031	Gallus gallus	416147	0	live	LOC416147		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25		13	NC_006100.4	8357556	8364660	minus	9		
8355	Xenopus laevis	431932	0	live	LOC100490741.L	XELAEV_18013959mg, trim25	E3 ubiquitin/ISG15 ligase TRIM25-like L homeolog	E3 ubiquitin/ISG15 ligase TRIM25-like L homeolog|tripartite motif containing 25		2L	NC_030726.1	173018932	173021614	minus	3		
8022	Oncorhynchus mykiss	110521294	0	live	LOC110521294		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		4	NC_035080.1	7413923	7420628	plus	7		
8022	Oncorhynchus mykiss	110496053	0	live	LOC110496053		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		2	NC_035078.1	58666807	58676542	plus	11		
8022	Oncorhynchus mykiss	110493686	0	live	LOC110493686		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		17	NC_035093.1	15748228	15759490	plus	11		
8030	Salmo salar	106574348	0	live	LOC106574348	TRI25	E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|Tripartite motif-containing protein 25		ssa16	NC_027315.1	58331857	58354313	plus	5		
7998	Ictalurus punctatus	108258555	0	live	LOC108258555		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		26	NC_030441.1	1431149	1455961	plus	7		
7998	Ictalurus punctatus	108257675	0	live	LOC108257675		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		25	NC_030440.1	1406057	1415342	minus	9		
7998	Ictalurus punctatus	108257667	0	live	LOC108257667		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		2	NC_030417.1	35902778	35908239	minus	6		
30732	Oryzias melastigma	112157158	0	live	LOC112157158		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
30732	Oryzias melastigma	112156060	0	live	LOC112156060		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
30732	Oryzias melastigma	112141685	0	live	LOC112141685		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8019	Oncorhynchus kisutch	109896570	0	live	LOC109896570		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG9	NC_034182.1	1089319	1093286	plus	7		
8019	Oncorhynchus kisutch	109893272	0	live	LOC109893272		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG6	NC_034179.1	62180821	62193944	plus	11		
8019	Oncorhynchus kisutch	109872238	0	live	LOC109872238		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG27	NC_034200.1	8020814	8029799	minus	8		
8187	Lates calcarifer	108883928	0	live	LOC108883928		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8187	Lates calcarifer	108883298	0	live	LOC108883298		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8187	Lates calcarifer	108875240	0	live	LOC108875240		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
105023	Nothobranchius furzeri	107393102	0	live	LOC107393102		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		sgr17	NC_029665.1	56372	61806	minus	5		
105023	Nothobranchius furzeri	107374506	0	live	LOC107374506		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
9796	Equus caballus	100146440	0	live	LOC100146440		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		11	NC_009154.3	31649102	31667201	minus	8		
9796	Equus caballus	100060051	0	live	LOC100060051		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		11	NC_009154.3	6802319	6808210	minus	8		
8022	Oncorhynchus mykiss	110530597	0	live	LOC110530597		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		8	NC_035084.1	70219398	70225705	minus	8		
8022	Oncorhynchus mykiss	110493569	0	live	LOC110493569		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		17	NC_035093.1	12734866	12737796	minus	4		
8090	Oryzias latipes	105357445	0	live	LOC105357445		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		1	NC_019859.2	26687430	26709197	plus	9		
